Date,Anchor Text,Price
2024-09-06,"SAMSUNG Galaxy S24 Cell Phone, 128GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet (Renewed)",537.62
2024-09-06,SAMSUNG Galaxy S24 5G 128GB Factory Unlocked - Onyx Black (Renewed),530.59
2024-09-06,SAMSUNG Galaxy s24 5G 128GB Phantom Black - Verizon (Renewed),479.98
2024-09-06,SAMSUNG Galaxy S24 5G 128GB Marble Gray - TMobile Only (Renewed),471.81
2024-09-06,"SAMSUNG Galaxy S24 Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Onyx Black (Renewed)",580.0
2024-09-06,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Onyx Black (Renewed),619.99
2024-09-06,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Sapphire Blue (Renewed),609.99
2024-09-08,"SAMSUNG Galaxy S24 Cell Phone, 128GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet (Renewed)",579.9
2024-09-08,SAMSUNG Galaxy s24 5G 128GB Phantom Black - Verizon (Renewed),479.98
2024-09-08,SAMSUNG Galaxy S24 5G 128GB Factory Unlocked - Cobalt Violet (Renewed),574.95
2024-09-08,SAMSUNG Galaxy S24 5G 128GB Marble Gray - TMobile Only (Renewed),483.91
2024-09-08,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Cobalt Violet (Renewed),646.88
2024-09-08,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Sapphire Blue (Renewed),609.99
2024-09-08,"Samsung Galaxy S24 Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet (Renewed)",695.0
2024-09-09,"SAMSUNG Galaxy S24 Cell Phone, 128GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet (Renewed)",579.9
2024-09-09,SAMSUNG Galaxy S24 5G 128GB Factory Unlocked - Onyx Black (Renewed),524.88
2024-09-09,SAMSUNG Galaxy s24 5G 128GB Phantom Black - Verizon (Renewed),479.98
2024-09-09,SAMSUNG Galaxy S24 5G 128GB Marble Gray - TMobile Only (Renewed),483.99
2024-09-09,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Cobalt Violet (Renewed),639.0
2024-09-09,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Sapphire Blue (Renewed),609.99
2024-09-10,"SAMSUNG Galaxy S24 Cell Phone, 128GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet (Renewed)",549.99
2024-09-10,SAMSUNG Galaxy S24 5G 128GB Factory Unlocked - Onyx Black (Renewed),524.88
2024-09-10,SAMSUNG Galaxy s24 5G 128GB Phantom Black - Verizon (Renewed),478.0
2024-09-10,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Sapphire Blue (Renewed),579.99
2024-09-10,"SAMSUNG Galaxy S24 Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Onyx Black (Renewed)",593.0
2024-09-10,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Cobalt Violet (Renewed),639.0
2024-09-12,SAMSUNG Galaxy S24 5G 128GB Factory Unlocked - Onyx Black (Renewed),523.67
2024-09-12,SAMSUNG Galaxy s24 5G 128GB Phantom Black - Verizon (Renewed),474.98
2024-09-12,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Onyx Black (Renewed),614.5
2024-09-12,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Sapphire Blue (Renewed),579.99
2024-09-12,"SAMSUNG Galaxy S24 Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Marble Gray (Renewed)",579.99
2024-09-12,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Cobalt Violet (Renewed),600.0
2024-09-12,SAMSUNG Galaxy S24 5G 128GB Factory Unlocked - Sapphire Blue (Renewed),549.99
2024-09-12,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Amber Yellow (Renewed),600.0
2024-09-12,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Marble Gray (Renewed),579.99
2024-09-12,"Samsung Galaxy S24 Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet (Renewed)",649.16
2024-09-12,SAMSUNG Galaxy S24 5G 256GB Marble Gray - TMobile (Renewed),579.99
2024-09-13,SAMSUNG Galaxy S24 5G 128GB Factory Unlocked - Cobalt Violet (Renewed),548.0
2024-09-13,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Cobalt Violet (Renewed),638.5
2024-09-13,"SAMSUNG Galaxy S24 Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Onyx Black (Renewed)",635.35
2024-09-13,SAMSUNG Galaxy s24 5G 128GB Phantom Black - Verizon (Renewed),469.98
2024-09-13,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Sapphire Blue (Renewed),579.99
2024-09-13,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Onyx Black (Renewed),645.0
2024-09-13,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Amber Yellow (Renewed),595.0
2024-09-13,"SAMSUNG Galaxy S24 Cell Phone, 128GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Amber Yellow (Renewed)",549.99
2024-09-13,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Marble Gray (Renewed),654.99
2024-09-13,"Samsung Galaxy S24 Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet (Renewed)",695.0
2024-09-14,SAMSUNG Galaxy S24 5G 128GB Factory Unlocked - Cobalt Violet (Renewed),548.0
2024-09-14,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Sapphire Blue (Renewed),579.99
2024-09-14,SAMSUNG Galaxy s24 5G 128GB Phantom Black - Verizon (Renewed),470.0
2024-09-14,"SAMSUNG Galaxy S24 Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Onyx Black (Renewed)",579.99
2024-09-14,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Onyx Black (Renewed),579.99
2024-09-14,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Cobalt Violet (Renewed),579.99
2024-09-14,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Amber Yellow (Renewed),599.99
2024-09-14,SAMSUNG Galaxy S24 5G 128GB Marble Gray - TMobile Only (Renewed),574.03
2024-09-14,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Marble Gray (Renewed),619.0
2024-09-14,"Samsung Galaxy S24 Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet (Renewed)",579.99
2024-09-14,"SAMSUNG Galaxy S24 Cell Phone, 128GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Amber Yellow (Renewed)",549.99
2024-09-15,SAMSUNG Galaxy S24 5G 128GB Factory Unlocked - Cobalt Violet (Renewed),548.0
2024-09-15,SAMSUNG Galaxy s24 5G 128GB Phantom Black - Verizon (Renewed),474.98
2024-09-15,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Sapphire Blue (Renewed),579.99
2024-09-15,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Cobalt Violet (Renewed),579.99
2024-09-15,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Onyx Black (Renewed),659.0
2024-09-15,SAMSUNG Galaxy S24 5G 128GB Marble Gray - TMobile Only (Renewed),574.03
2024-09-15,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Amber Yellow (Renewed),599.99
2024-09-15,"SAMSUNG Galaxy S24 Cell Phone, 128GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Amber Yellow (Renewed)",549.99
2024-09-15,"Samsung Galaxy S24 Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet (Renewed)",579.99
2024-09-15,SAMSUNG Galaxy S24 5G 256GB Factory Unlocked - Marble Gray (Renewed),619.0
